Object,Mouth,Temperature,Precp,RH,StnPres,WS
2016-宜蘭縣-8,8,26.66,163.16,76,968.52,1.5
2016-花蓮縣-8,8,25.45,319.64,85.5,959.6,0.9
2016-臺東縣-8,8,25.62,306.62,79.75,958.91,1.33
2016-金門縣-8,8,28.6,73.5,84,1001.4,1.9
2016-連江縣-8,8,28.6,130.8,84.5,998.85,2.9
2016-澎湖縣-8,8,27.98,186.58,86.5,1000.45,3.42
2016-臺北市-9,9,25.88,594.9,82.75,977.68,2.2
2016-新北市-9,9,26.04,615.15,85.47,987.75,2.07
2016-桃園市-9,9,26.66,330.08,80.91,989.35,2.16
2016-基隆市-9,9,27,417.9,81.5,1000.2,5.7
2016-新竹縣-9,9,25.47,436.85,84.82,970.96,1.16
2016-新竹市-9,9,27.4,234,82.5,1002.3,1.7
2016-苗栗縣-9,9,26.54,271.26,83.59,986.69,1.39
2016-臺中市-9,9,24.64,295.25,83.12,943.18,2.05
2016-彰化縣-9,9,27.62,210.35,84.2,1002.18,2.22
2016-南投縣-9,9,20.92,466.36,87.14,880.65,1.71
2016-雲林縣-9,9,26.85,422.5,86.32,996.32,2.58
2016-嘉義縣-9,9,25.28,888.96,87.05,967.73,1.91
2016-嘉義市-9,9,27.6,694.85,83.5,1001.9,1.65
2016-臺南市-9,9,27.25,1131.93,85.71,996.17,2.28
2016-高雄市-9,9,27.51,1235.49,84.82,997.1,1.99
2016-屏東縣-9,9,26.54,1271.32,86.54,986.08,2.02
2016-宜蘭縣-9,9,24.97,810.72,82.5,971.16,1.95
2016-花蓮縣-9,9,24.2,1005.88,87.5,961.82,1.27
2016-臺東縣-9,9,24.71,859.7,82.25,960.71,2.35
2016-金門縣-9,9,27.6,382.77,77,1003.7,3.7
2016-連江縣-9,9,26.35,242.9,85,1002.3,5.1
2016-澎湖縣-9,9,27.17,395.42,85.75,1002.42,6.35
2016-臺北市-10,10,25.12,255.98,83.42,982.58,2.25
2016-新北市-10,10,25.1,592.55,86.63,992.55,2.27
2016-桃園市-10,10,25.74,78.98,80.73,993.99,2.7
2016-基隆市-10,10,25.65,519.05,83.5,1005.25,6.15
2016-新竹縣-10,10,24.75,46.18,84.27,975.39,1.26
2016-新竹市-10,10,26.45,19,85,1006.55,1.5
2016-苗栗縣-10,10,25.72,24.32,85.24,991.42,1.31
2016-臺中市-10,10,24.12,43.98,82.12,947.5,1.72
2016-彰化縣-10,10,27.11,21.48,83.9,1006.6,1.73
2016-南投縣-10,10,20.74,95.29,82.82,884.49,1.55
2016-雲林縣-10,10,26.44,27.7,86.18,1000.76,1.76
2016-嘉義縣-10,10,25.1,62.91,85.41,971.88,1.3
2016-嘉義市-10,10,27.4,27.9,81.5,1006.15,1.05
2016-臺南市-10,10,27.05,74.93,84.76,1004.79,1.59
2016-高雄市-10,10,27.47,173.95,83.79,1000.99,1.49
2016-屏東縣-10,10,26.5,319.82,84.65,988.61,1.62
2016-宜蘭縣-10,10,24.25,753.16,84,976.09,1.96
2016-花蓮縣-10,10,23.46,856.25,84.5,967.23,1.12
2016-臺東縣-10,10,24.07,963.33,82.75,965.64,2.14
2016-金門縣-10,10,25.05,81.5,82,1007.9,6.88
2016-連江縣-10,10,24,40.2,85,1007.65,6
2016-澎湖縣-10,10,26.38,107.9,85.5,1006.98,5.82
2016-臺北市-11,11,20.71,196.58,81,987.81,2.07
2016-新北市-11,11,20.8,298.5,84.43,997.85,2.05
2016-桃園市-11,11,21.13,130.74,80.55,999.64,2.57
2016-基隆市-11,11,21.85,207.75,78.5,1010.85,5.75
2016-新竹縣-11,11,20.36,112.51,83.09,980.55,1.39
2016-新竹市-11,11,21.9,120.5,83,1012.85,1.6
2016-苗栗縣-11,11,21.49,103.05,83.65,996.71,1.58
2016-臺中市-11,11,20.08,85.44,79.92,951.77,1.89
2016-彰化縣-11,11,23.12,56.5,81.65,1011.89,2.07
2016-南投縣-11,11,17.31,83.25,81.36,887.65,1.5
2016-雲林縣-11,11,22.59,57.22,83.68,1005.92,2.17
2016-嘉義縣-11,11,21.59,63.23,83.18,976.5,1.47
2016-嘉義市-11,11,23.65,47.35,78.5,1011.3,1.1
2016-臺南市-11,11,23.52,49.87,81.7,1010,1.84
2016-高雄市-11,11,24.46,56.89,79.24,1005.72,1.48
2016-屏東縣-11,11,23.72,74.96,81.04,994.48,1.75
2016-宜蘭縣-11,11,20.02,455.39,82,981.17,1.55
2016-花蓮縣-11,11,19.86,195.92,78.5,971.48,1.15
2016-臺東縣-11,11,20.99,190.49,77.25,970.08,2.33
2016-金門縣-11,11,20.32,111.03,79.5,1013.78,6.05
2016-連江縣-11,11,18.8,71,82,1013.6,5.7
2016-澎湖縣-11,11,23.58,57.72,79.75,1012.38,7.32
2016-臺北市-12,12,18.12,51.87,77.67,989.98,2.43
2016-新北市-12,12,18.19,124.52,82.33,1000.12,2.28
2016-桃園市-12,12,18.49,15.1,76.64,1001.7,3.15
2016-基隆市-12,12,19.45,107.4,75,1013.35,6.1
2016-新竹縣-12,12,17.45,16.71,79.73,982.33,1.62
2016-新竹市-12,12,18.95,7.25,79.5,1015.1,1.8
2016-苗栗縣-12,12,18.48,10.64,80.94,998.68,1.84
2016-臺中市-12,12,17.14,14.93,77.85,953.16,2.12
2016-彰化縣-12,12,19.9,9.22,79.95,1013.86,2.4
2016-南投縣-12,12,14.82,26.25,78.86,888.38,1.75
2016-雲林縣-12,12,19.49,10.37,81.5,1007.87,2.56
2016-嘉義縣-12,12,18.72,15.26,81.5,978.11,1.67
2016-嘉義市-12,12,20.55,11.75,76,1013.3,1.35
2016-臺南市-12,12,20.2,7.16,81.84,1012.02,2.06
2016-高雄市-12,12,21.43,6.12,78.82,1007.61,1.59
2016-屏東縣-12,12,21.34,6.03,80.46,996.24,1.9
2016-宜蘭縣-12,12,17.27,301.76,81,983.27,1.63
2016-花蓮縣-12,12,17.53,68.94,76.5,973.45,1.15
2016-臺東縣-12,12,18.95,49.2,72.75,971.71,2.58
2016-金門縣-12,12,16.88,29.33,72.5,1016.32,6.75
2016-連江縣-12,12,15.05,27.4,77.5,1016.55,6.1
2016-澎湖縣-12,12,20.33,3.25,78.5,1014.52,8.85
2017-臺北市-1,1,16.29,52.8,80.42,990.3,2.24
2017-新北市-1,1,16.37,140.5,84.87,1000.16,2.11
2017-桃園市-1,1,16.7,34.24,80.18,1002.41,2.95
2017-基隆市-1,1,17.4,144.7,78,1013.95,5.7
2017-新竹縣-1,1,15.9,27.82,82.45,983.08,1.47
2017-新竹市-1,1,17.3,23.75,83,1016.1,1.7
2017-苗栗縣-1,1,16.91,16.91,83.47,999.66,1.72
2017-臺中市-1,1,15.62,9.54,78.35,953.88,2.15
2017-彰化縣-1,1,18.27,3.45,82.1,1014.93,2.34
2017-南投縣-1,1,13.64,11.04,76.64,888.67,1.81
2017-雲林縣-1,1,17.9,2.11,82.5,1008.92,2.58
2017-嘉義縣-1,1,17.27,2.59,81.68,978.98,1.73
2017-嘉義市-1,1,19.1,1.15,75.5,1014.4,1.35
2017-臺南市-1,1,18.81,0.17,81.55,1013.07,2.09
2017-高雄市-1,1,20.15,1.2,77.5,1008.7,1.64
2017-屏東縣-1,1,20.26,5.51,79.35,996.52,1.8
2017-宜蘭縣-1,1,16.01,155.49,82,983.51,1.54
2017-花蓮縣-1,1,16.46,52.22,72.5,973.68,1.1
2017-臺東縣-1,1,17.86,34.46,73,972.18,2.17
2017-金門縣-1,1,15.2,4.2,76.25,1016.78,5.45
2017-連江縣-1,1,12.6,20.4,79.5,1017.2,5.8
2017-澎湖縣-1,1,18.4,0.8,80.75,1015.55,8.1
2017-臺北市-2,2,14.97,128.48,76.83,990.6,2.27
2017-新北市-2,2,15.09,185.95,80.42,1000.6,2.2
2017-桃園市-2,2,15.33,104.26,75.45,1002.88,3.04
2017-基隆市-2,2,16.25,173.15,74,1014.45,5.8
2017-新竹縣-2,2,14.47,94.28,79.55,983.44,1.57
2017-新竹市-2,2,15.75,82.5,79.5,1016.65,1.8
2017-苗栗縣-2,2,15.39,64.88,80.29,1000.09,1.88
2017-臺中市-2,2,14.39,34.95,75.12,953.91,2.27
2017-彰化縣-2,2,17.14,9.02,77.8,1015.3,2.48
2017-南投縣-2,2,12.38,22.14,78.5,888.42,1.99
2017-雲林縣-2,2,16.8,3.11,79.05,1009.31,2.7
2017-嘉義縣-2,2,16.3,7.31,80.05,979.2,1.82
2017-嘉義市-2,2,18.1,1.6,72,1014.8,1.45
2017-臺南市-2,2,17.97,1.18,78.24,1013.39,2.23
2017-高雄市-2,2,19.56,4.77,73.97,1009.02,1.76
2017-屏東縣-2,2,19.64,6.2,76.35,997.37,1.92
2017-宜蘭縣-2,2,14.84,125.18,76.5,983.87,1.59
2017-花蓮縣-2,2,15.27,80.59,73,973.81,1.21
2017-臺東縣-2,2,16.72,49.47,72.25,972.35,2.3
2017-金門縣-2,2,13.3,85.7,72,1017.62,6.02
2017-連江縣-2,2,11,53.7,79,1017.65,5.5
2017-澎湖縣-2,2,17.2,1.78,78.5,1015.95,8.2
2017-臺北市-3,3,16.43,158.07,81,986.97,1.88
2017-新北市-3,3,16.44,221.12,84.81,996.9,1.85
2017-桃園市-3,3,16.89,178.82,81.75,998.47,2.07
2017-基隆市-3,3,17.3,231.25,78,1010.4,4.9
2017-新竹縣-3,3,15.99,178.56,85.09,980.28,1.1
2017-新竹市-3,3,17.25,162.75,85.5,1013.15,1.4
2017-苗栗縣-3,3,17.3,121.02,85.12,996.9,1.52
2017-臺中市-3,3,16.64,87.07,80,951.18,2.13
2017-彰化縣-3,3,19.6,33.3,80.4,1012.08,2.11
2017-南投縣-3,3,14.46,88.74,83.71,886.44,2.06
2017-雲林縣-3,3,19.45,28.07,80.73,1006.1,2.35
2017-嘉義縣-3,3,18.9,34.07,81.14,976.32,1.71
2017-嘉義市-3,3,20.9,18.95,74,1011.55,1.45
2017-臺南市-3,3,20.92,13.82,77.55,1010.13,2.12
2017-高雄市-3,3,22.16,18.05,75.03,1005.88,1.75
2017-屏東縣-3,3,21.78,15.75,78.65,994.49,1.84
2017-宜蘭縣-3,3,16.56,131.32,78.5,980.11,1.59
2017-花蓮縣-3,3,16.75,112.39,79.5,970.36,1.06
2017-臺東縣-3,3,18.23,64.46,77.5,969.24,1.87
2017-金門縣-3,3,14.9,40.4,78.25,1013.82,4.9
2017-連江縣-3,3,12.45,155.3,85,1013.3,4.15
2017-澎湖縣-3,3,20.38,11.05,77.25,1012.53,6.28
2017-臺北市-4,4,20.56,112.43,76,983.58,1.63
2017-新北市-4,4,20.56,168.57,80,993.35,1.6
2017-桃園市-4,4,21.27,136.72,75.83,994.94,1.9
2017-基隆市-4,4,21.25,102.9,75.5,1006.6,4.4
2017-新竹縣-4,4,20.09,223.82,80.18,977.14,1.07
2017-新竹市-4,4,21.6,132.25,80.5,1009.4,1.55
2017-苗栗縣-4,4,21.36,194.76,80.29,993.54,1.54
2017-臺中市-4,4,20.17,167.89,76.38,949.13,1.96
2017-彰化縣-4,4,23.14,96.5,79.16,1009.14,1.75
2017-南投縣-4,4,16.99,243.63,81.81,884.97,1.97
2017-雲林縣-4,4,22.79,90.74,79.23,1003.25,2.02
2017-嘉義縣-4,4,21.8,134.24,80.23,973.93,1.55
2017-嘉義市-4,4,24,99.95,74,1008.7,1.45
2017-臺南市-4,4,23.89,89.68,77.13,1007.43,1.76
2017-高雄市-4,4,24.52,127.15,75.74,1003.42,1.58
2017-屏東縣-4,4,23.87,107.35,79.19,992.13,1.77
2017-宜蘭縣-4,4,19.87,161.66,76,977.03,1.52
2017-花蓮縣-4,4,19.23,88.02,76.5,968.67,1.03
2017-臺東縣-4,4,20.76,118.56,77.25,966.71,1.81
2017-金門縣-4,4,19.92,44.03,77.5,1009.82,4.25
2017-連江縣-4,4,18.05,143.8,82,1008.35,3.7
2017-澎湖縣-4,4,23.38,83.93,78.25,1009.45,4.97
2017-臺北市-5,5,23.87,162.05,80.92,983.34,1.75
2017-新北市-5,5,23.65,203.42,85.81,990.89,1.63
2017-桃園市-5,5,24.37,121.38,80.5,992.31,1.7
2017-基隆市-5,5,24.1,213.75,81,1003.95,4.05
2017-新竹縣-5,5,23.27,191,85,974.78,0.84
2017-新竹市-5,5,25,108.75,84,1006.55,1.2
2017-苗栗縣-5,5,24.74,156.52,85,990.98,1.15
2017-臺中市-5,5,23.25,168.47,80.81,945.04,1.6
2017-彰化縣-5,5,26.43,83.12,83.47,1006.36,1.47
2017-南投縣-5,5,19.64,301.18,86.2,883.61,1.66
2017-雲林縣-5,5,25.98,76.3,83.09,1000.44,1.66
2017-嘉義縣-5,5,24.65,184.69,84.36,971.52,1.34
2017-嘉義市-5,5,27.15,73.9,76,1005.85,1.1
2017-臺南市-5,5,27.01,111.8,79.89,1004.53,1.6
2017-高雄市-5,5,27.26,175.95,78.38,1000.64,1.51
2017-屏東縣-5,5,26.46,151.37,81.62,989.52,1.6
2017-宜蘭縣-5,5,22.55,292.22,84,974.76,1.29
2017-花蓮縣-5,5,22.09,168.72,86.33,959.73,0.98
2017-臺東縣-5,5,23.29,150.59,82.25,964.44,1.74
2017-金門縣-5,5,23.15,64.85,64.75,1006.8,4.2
2017-連江縣-5,5,22.05,60.8,85,1005.9,3.5
2017-澎湖縣-5,5,25.52,62.05,83.75,1006.62,4.18
2017-臺北市-6,6,26.4,750.06,82.58,980.5,1.52
2017-新北市-6,6,26.28,719.8,87.65,987.79,1.24
2017-桃園市-6,6,26.72,627.02,83.33,989.41,1.72
2017-基隆市-6,6,26.8,679.85,83.5,1000.45,3.85
2017-新竹縣-6,6,25.54,654.41,85.82,972.22,0.97
2017-新竹市-6,6,27.35,636.5,86,1003.75,1.95
2017-苗栗縣-6,6,27.1,834.97,84.59,988.65,1.66
2017-臺中市-6,6,24.88,1023.12,83.67,943.75,1.99
2017-彰化縣-6,6,28.18,819.38,85.8,1004.47,1.83
2017-南投縣-6,6,20.87,1283.4,87.76,882.79,2.08
2017-雲林縣-6,6,27.75,868.57,84.95,998.63,2.28
2017-嘉義縣-6,6,26.17,957.85,86,970.11,1.77
2017-嘉義市-6,6,28.75,582.25,78,1004.1,1.85
2017-臺南市-6,6,28.53,433.72,83.61,1002.98,1.89
2017-高雄市-6,6,28.57,697.49,82.09,999.38,1.75
2017-屏東縣-6,6,27.77,471.47,82.6,988.23,1.8
2017-宜蘭縣-6,6,25.31,321.06,85.5,971.61,1.12
2017-花蓮縣-6,6,25.21,221.09,85.88,967.73,1.06
2017-臺東縣-6,6,26.12,262.7,79.75,961.89,1.65
2017-金門縣-6,6,26.13,151.72,90.25,1003.28,4.2
2017-連江縣-6,6,24.43,320.43,91.67,1001.87,4
2017-澎湖縣-6,6,27.35,303.92,90.25,1004.32,4.18
2017-臺北市-7,7,28.41,161.97,74.58,980.85,1.49
2017-新北市-7,7,28.25,155.9,79.35,988.41,1.59
2017-桃園市-7,7,28.58,182.95,76.58,989.82,1.37
2017-基隆市-7,7,29.2,52.7,75.5,1001.1,4.8
2017-新竹縣-7,7,26.7,268.1,83.27,972.66,0.72
2017-新竹市-7,7,28.65,117,82.5,1003.95,1.3
2017-苗栗縣-7,7,27.94,370.4,83.18,988.81,1.18
2017-臺中市-7,7,25.79,424.06,78.96,943.76,1.66
2017-彰化縣-7,7,29.14,279.62,81.95,1004.22,1.56
2017-南投縣-7,7,21.7,491.62,84,882.81,1.57
2017-雲林縣-7,7,28.39,394.41,81.82,998.36,1.78
2017-嘉義縣-7,7,26.5,620.34,85.05,969.76,1.45
2017-嘉義市-7,7,28.75,702.35,78.5,1003.8,1.45
2017-臺南市-7,7,28.65,576.1,81.79,1002.49,1.69
2017-高雄市-7,7,28.94,539.7,78.59,998.79,1.78
2017-屏東縣-7,7,28.07,685.15,79.76,987.78,1.81
2017-宜蘭縣-7,7,27.08,214.29,75.5,972.33,1.9
2017-花蓮縣-7,7,26.22,189.29,79.44,968.31,1.42
2017-臺東縣-7,7,26.05,326.13,78.75,963.18,1.46
2017-金門縣-7,7,28.9,139.28,81.5,1003.65,3.18
2017-連江縣-7,7,28.2,139.27,85.67,1002.07,3.77
2017-澎湖縣-7,7,28.88,182.02,84.75,1004.2,3.32
2017-臺北市-8,8,28.95,56,73.08,979.96,1.75
2017-新北市-8,8,28.77,62.37,78.29,987.65,1.7
2017-桃園市-8,8,29.25,33.72,73.33,988.74,2.01
2017-基隆市-8,8,29.45,15.9,76.5,1000,4.5
2017-新竹縣-8,8,27.55,85.95,79.64,971.55,0.95
2017-新竹市-8,8,29.4,25.75,79.5,1002.85,1.65
2017-苗栗縣-8,8,28.72,65.75,80.28,988.67,1.49
2017-臺中市-8,8,26.3,104.65,78.63,942.94,1.7
2017-彰化縣-8,8,29.42,86.98,82.95,1003.25,1.59
2017-南投縣-8,8,22.45,172.9,83.32,882.1,1.38
2017-雲林縣-8,8,28.78,138.52,81.91,997.85,1.76
2017-嘉義縣-8,8,27.03,195.61,84.04,969,1.36
2017-嘉義市-8,8,29.65,215.3,76.5,1003,1.5
2017-臺南市-8,8,29.12,197.52,81.76,1001.78,1.52
2017-高雄市-8,8,29.1,201.86,80.79,998.19,1.53
2017-屏東縣-8,8,27.79,317.94,83.38,987.07,1.6
2017-宜蘭縣-8,8,27.44,112.89,77.5,971.38,1.31
2017-花蓮縣-8,8,26.69,204.81,79.24,966.46,1.29
2017-臺東縣-8,8,26.54,267.5,78.5,961.52,1.66
2017-金門縣-8,8,28.85,56.25,82.75,1002.5,4.18
2017-連江縣-8,8,27.9,42.7,87.33,1001.07,4.03
2017-澎湖縣-8,8,28.67,70.97,86.25,1003.22,4
2017-臺北市-9,9,27.46,215.02,75.85,982.45,1.64
2017-新北市-9,9,27.32,198.21,81.09,990.22,1.62
2017-桃園市-9,9,27.93,41.06,75.75,991.41,1.6
2017-基隆市-9,9,28.3,103.9,75,1002.55,4.55
2017-新竹縣-9,9,26.47,99.78,81.27,974.13,0.7
2017-新竹市-9,9,28.35,29.25,80,1005.55,1.1
2017-苗栗縣-9,9,27.78,66.88,81.94,991.19,1.07
2017-臺中市-9,9,25.9,73.67,78.04,944.99,1.44
2017-彰化縣-9,9,29.03,27.64,80.95,1005.42,1.31
2017-南投縣-9,9,22.25,123.8,83.14,883.85,1.23
2017-雲林縣-9,9,28.52,55.15,80,999.93,1.41
2017-嘉義縣-9,9,26.89,86.54,81.13,970.92,1.15
2017-嘉義市-9,9,29.5,107.85,74.5,1005.05,1.15
2017-臺南市-9,9,29.11,59.61,79.32,1003.73,1.5
2017-高雄市-9,9,29.21,67.29,78.74,1000.1,1.56
2017-屏東縣-9,9,27.99,140.68,81.23,988.95,1.54
2017-宜蘭縣-9,9,26.39,455.77,77.5,973.67,1.28
2017-花蓮縣-9,9,25.56,120.08,83.47,966.86,1.33
2017-臺東縣-9,9,25.86,199.3,80.75,963.96,1.39
2017-金門縣-9,9,28.52,33.22,78,1005.47,4
2017-連江縣-9,9,27.53,76,81.67,1004.5,3.57
2017-澎湖縣-9,9,28.42,16.2,84,1005.68,3.5
2017-臺北市-10,10,23.53,580.13,81.15,986.18,2.36
2017-新北市-10,10,23.72,514.74,84.72,994.18,2.53
2017-桃園市-10,10,24.08,195.56,78.58,994.88,2.93
2017-基隆市-10,10,25.1,300.85,75.5,1006.8,7.1
2017-新竹縣-10,10,23.34,78.78,78.82,976.62,1.54
2017-新竹市-10,10,25.35,36,78,1008.4,1.75
2017-苗栗縣-10,10,24.73,32.83,78.5,993.4,2.11
2017-臺中市-10,10,23.07,70.32,74.59,946.33,2.16
2017-彰化縣-10,10,26.03,56.81,78.76,1007.16,2.3
2017-南投縣-10,10,19.16,113.74,77.17,868.54,1.64
2017-雲林縣-10,10,25.42,62.19,78.96,1001.61,2.25
2017-嘉義縣-10,10,24.1,91.06,80.57,972.25,1.48
2017-嘉義市-10,10,26.4,83,73.5,1006.65,1.25
2017-臺南市-10,10,26.18,75.66,80.08,1005.39,1.89
2017-高雄市-10,10,26.74,129.43,78.29,1001.63,1.55
2017-屏東縣-10,10,25.93,270.78,80.58,990.33,1.75
2017-宜蘭縣-10,10,23.59,767.07,78,978.24,1.74
2017-花蓮縣-10,10,22.93,1001.21,84,973.26,1.93
2017-臺東縣-10,10,23.5,676.35,76.75,965.83,2.51
2017-金門縣-10,10,25.18,1.7,66.5,1009.32,7.82
2017-連江縣-10,10,23.7,24.87,75,1010.07,6.67
2017-澎湖縣-10,10,26.15,14.25,78,1007.68,8.35
2017-臺北市-11,11,20.68,219.07,85.08,989.42,2.37
2017-新北市-11,11,20.56,421.95,90.55,997.33,2.09
2017-桃園市-11,11,20.72,103.64,85.92,998.27,2.72
2017-基隆市-11,11,21.65,453.15,81.5,1010.25,6.35
2017-新竹縣-11,11,20.24,64.26,87.27,979.83,1.32
2017-新竹市-11,11,21.45,33.5,87,1012.15,1.5
2017-苗栗縣-11,11,21.28,20.72,87.56,997.31,1.87
2017-臺中市-11,11,19.11,50.73,83,931.74,2.11
2017-彰化縣-11,11,22.66,21.95,86,1011.25,2.33
2017-南投縣-11,11,16.94,77.84,86.58,871.15,1.67
2017-雲林縣-11,11,22.32,16.21,84.22,1005.6,2.37
2017-嘉義縣-11,11,21.59,14.39,84.17,975.84,1.52
2017-嘉義市-11,11,23.5,13.5,77.5,1010.6,1.25
2017-臺南市-11,11,23.22,6.72,84.13,1009.35,1.99
2017-高雄市-11,11,24.16,14.19,81.32,1005.46,1.58
2017-屏東縣-11,11,23.78,22.32,85.04,993.83,1.69
2017-宜蘭縣-11,11,18.33,554.03,88,943.16,1.14
2017-花蓮縣-11,11,20.46,150.25,88.47,974.49,1.77
2017-臺東縣-11,11,21.51,58.82,78.75,969.17,2.33
2017-金門縣-11,11,20.15,20.78,73,1013.52,6.93
2017-連江縣-11,11,16.97,39.33,78.67,1013.9,6.73
2017-澎湖縣-11,11,22.65,15.73,82.25,1011.7,8.6
2017-臺北市-12,12,15.84,155.71,80,992.99,2.54
2017-新北市-12,12,15.99,294.94,84.03,1001.32,2.55
2017-桃園市-12,12,16.28,59.19,77.77,1001.96,3.19
2017-基隆市-12,12,17.35,263.25,72,1014.3,6.75
2017-新竹縣-12,12,15.67,41.11,80.55,982.67,1.63
2017-新竹市-12,12,17.05,21,80,1015.65,1.75
2017-苗栗縣-12,12,16.59,20.17,81.33,1000.42,2.15
2017-臺中市-12,12,14.42,24.33,77.17,933.27,2.41
2017-彰化縣-12,12,17.96,7.57,80.29,1014.49,2.59
2017-南投縣-12,12,12.42,29.77,80.96,871.83,1.94
2017-雲林縣-12,12,17.63,5.94,78.87,1008.73,2.67
2017-嘉義縣-12,12,17.04,10.07,80.04,978.39,1.69
2017-嘉義市-12,12,18.75,3.85,75.5,1013.9,1.5
2017-臺南市-12,12,18.52,3.17,79.82,1012.63,2.21
2017-高雄市-12,12,19.81,4.84,76.85,1008.55,1.8
2017-屏東縣-12,12,19.67,10.65,81.19,996.81,1.94
2017-宜蘭縣-12,12,14.23,431.39,88.75,964.29,1.99
2017-花蓮縣-12,12,16.16,80,83.97,981.14,2.15
2017-臺東縣-12,12,17.43,54.47,72.5,971.78,2.71
2017-金門縣-12,12,15.38,0,64.5,1017.48,7.58
2017-連江縣-12,12,12.8,7.17,71,1018.13,6.9
2017-澎湖縣-12,12,18.5,3.7,77.5,1015.02,9.8
2018-臺北市-1,1,14.97,296.85,82.23,990.88,2.39
2018-新北市-1,1,14.95,386.76,86.21,997.56,2.29
2018-桃園市-1,1,15.26,299.5,80.85,1000.05,2.71
2018-基隆市-1,1,16.15,376.2,77.5,1012.25,6.1
2018-新竹縣-1,1,14.63,282.69,83.27,981.15,1.25
2018-新竹市-1,1,15.8,252.5,84,1014.15,1.5
2018-苗栗縣-1,1,15.44,199.38,84.61,999.04,1.72
2018-臺中市-1,1,13.38,161.95,81.59,931.92,2.23
2018-彰化縣-1,1,16.68,93.23,85.29,1013.26,2.3
2018-南投縣-1,1,11.46,183.8,83.54,870.39,2.35
2018-雲林縣-1,1,16.45,83.02,82.96,1007.57,2.41
2018-嘉義縣-1,1,16.09,100.15,82.86,977.2,1.62
2018-嘉義市-1,1,17.6,78.75,80,1012.75,1.35
2018-臺南市-1,1,17.47,49.01,83.82,1011.41,2.16
2018-高雄市-1,1,18.91,58.83,80.15,1007.33,1.74
2018-屏東縣-1,1,18.98,47.06,83.42,995.55,1.85
2018-宜蘭縣-1,1,13.4,368.77,87.65,960.36,2.16
2018-花蓮縣-1,1,15.42,128.76,85.86,979.47,1.83
2018-臺東縣-1,1,16.51,108.97,78.75,970.36,2.19
2018-金門縣-1,1,13.42,130.7,76,1015.68,6.68
2018-連江縣-1,1,10.53,105.83,80,1016,6.17
2018-澎湖縣-1,1,17.45,48.35,80.25,1013.68,8.22
2018-臺北市-2,2,13.78,176.95,83.08,991.96,1.91
2018-新北市-2,2,13.75,252.18,87.58,998.57,1.94
2018-桃園市-2,2,13.62,160.44,83.54,1001.35,2.41
2018-基隆市-2,2,15.1,223.8,77,1013.2,5.55
2018-新竹縣-2,2,13.19,127.74,86.73,982.4,1.24
2018-新竹市-2,2,14.1,66.75,86.5,1015.65,1.5
2018-苗栗縣-2,2,14.14,60.32,86.5,1000.35,1.87
2018-臺中市-2,2,12.52,56.52,80.46,932.89,2.43
2018-彰化縣-2,2,15.9,23.43,83.76,1014.58,2.46
2018-南投縣-2,2,10.69,91.5,85.38,871.11,2.37
2018-雲林縣-2,2,15.74,29.19,81.39,1008.79,2.56
2018-嘉義縣-2,2,15.45,42.68,81.92,976.59,1.71
2018-嘉義市-2,2,17,23.6,78.5,1014,1.6
2018-臺南市-2,2,16.96,20.15,82.42,1012.64,2.32
2018-高雄市-2,2,18.29,18.81,78.85,1008.49,1.89
2018-屏東縣-2,2,18.6,18.54,82.69,996.41,1.9
2018-宜蘭縣-2,2,12.87,115.37,85.65,957.58,2.21
2018-花蓮縣-2,2,14.92,77.57,85.44,980.23,1.88
2018-臺東縣-2,2,16.15,39.83,77.75,971.07,2.22
2018-金門縣-2,2,12.08,19.27,72.25,1016.68,5.98
2018-連江縣-2,2,9.33,13.5,76,1016.8,5.37
2018-澎湖縣-2,2,16.35,7.85,80.75,1014.9,7.8
2018-臺北市-3,3,18.42,41.85,75.38,988.66,1.82
2018-新北市-3,3,18.29,72.94,80.12,995.12,1.94
2018-桃園市-3,3,18.52,51.94,74.23,997.78,1.94
2018-基隆市-3,3,19.3,69.1,73.5,1009.75,4.95
2018-新竹縣-3,3,17.45,75.74,78.91,979.43,0.94
2018-新竹市-3,3,18.7,52.5,81,1012,1.25
2018-苗栗縣-3,3,18.59,63.42,80.78,997.23,1.5
2018-臺中市-3,3,16.96,53.32,72.75,940.39,1.87
2018-彰化縣-3,3,20.36,36.93,78.55,1011.61,1.85
2018-南投縣-3,3,14.05,70.59,76.3,869.97,1.91
2018-雲林縣-3,3,20.08,36.83,77.09,1005.99,1.92
2018-嘉義縣-3,3,19.12,50.78,75.58,974.32,1.46
2018-嘉義市-3,3,21.3,31.75,73,1011.15,1.3
2018-臺南市-3,3,21.29,33.73,76.13,1009.86,1.87
2018-高雄市-3,3,22.29,42.6,71.91,1005.81,1.72
2018-屏東縣-3,3,21.72,58.14,75.38,994.38,1.78
2018-宜蘭縣-3,3,16.43,73.48,81.86,951.81,2.26
2018-花蓮縣-3,3,18.09,67.86,81.69,976.27,1.8
2018-臺東縣-3,3,19.01,78.16,74,968.89,1.81
2018-金門縣-3,3,16.6,34.6,77,1013.05,4.88
2018-連江縣-3,3,13.47,70.93,84,1012.57,4.4
2018-澎湖縣-3,3,20.75,32.85,77.5,1012.05,5.45
2018-臺北市-4,4,21.32,77.46,74.46,986.75,1.6
2018-新北市-4,4,21.14,108.89,80.51,993.49,1.65
2018-桃園市-4,4,21.76,75.98,74.62,995.77,1.61
